PDB_ID,UniProt_ID,Protein_Class_Uniprot
1mg2,P29899,UNKNOWN
1mg5,P00334,Oxidoreductase
1mh1,P63000,Hydrolase
1mi3,O74237,Oxidoreductase
1mj3,P14604,Isomerase
1mj4,P51687,Oxidoreductase
1mjh,Q57997,UNKNOWN
1mjo,P0A8U6,DNA-binding
1mjt,P0A004,Oxidoreductase
1mk1,O33199,Hydrolase
1mkv,P00593,Hydrolase
1mky,Q9X1F8,UNKNOWN
1ml3,P22513,Oxidoreductase
1ml4,P77918,Transferase
1ml6,P10648,Transferase
1mmt,P00439,Allosteric enzyme
1mmz,Q9ZB17,Isomerase
1mp3,Q9F7G8,Nucleotidyltransferase
1mq0,P32320,Hydrolase
1mqv,P00149,UNKNOWN
1mr3,P19146,UNKNOWN
1mrj,P09989,Antiviral protein
1mrq,Q04828,Oxidoreductase
1msa,P30617,Antiviral protein
1muq,P21963,Hemagglutinin
1mv8,P11759,Oxidoreductase
1mvl,Q9SWE5,Decarboxylase
1mvq,P83721,UNKNOWN
1mwc,P02189,Muscle protein
1mwt,Q93IC2,Glycosyltransferase
1mx3,Q13363,Oxidoreductase
1mxg,Q7LYT7,Glycosidase
1mxh,Q8I814,Oxidoreductase
1mxi,P44868,Methyltransferase
1myt,P02205,Muscle protein
1mz4,P0A386,UNKNOWN
1mz9,Q9R0G6,Heparin-binding
1mzj,Q9F6D4,Acyltransferase
1mzv,O77103,Glycosyltransferase
1n08,O74866,Kinase
1n0u,P32324,Elongation factor
1n13,Q57764,Decarboxylase
1n1e,P90551,Oxidoreductase
1n1t,O44049,Glycosidase
1n20,O81192,Isomerase
1n2a,P0A9D2,Transferase
1n2s,P26392,Oxidoreductase
1n35,P0CK31,Hydrolase
1n40,P9WPP7,Monooxygenase
1n45,P09601,Oxidoreductase
1n4a,P37028,UNKNOWN
1n4k,P11881,Calcium channel
1n4q,P53610,Prenyltransferase
1n5d,Q28960,Oxidoreductase
1n5s,Q53908,UNKNOWN
1n71,Q47764,UNKNOWN
1n78,P27000,Aminoacyl-tRNA synthetase
1n7h,P93031,Lyase
1n7q,Q8CWU3,Lyase
1n83,P35398,Activator
1n8v,Q9NG96,UNKNOWN
1n97,Q746J6,Monooxygenase
1n9b,P30896,Hydrolase
1nbu,P9WNC5,Isomerase
1ncq,P03303,Helicase
1nd4,P00552,Kinase
1ndw,P56658,Hydrolase
1ne6,P00514,UNKNOWN
1ne7,P46926,Hydrolase
1nf8,P0DPB9,Hydrolase
1nff,P9WGT1,Oxidoreductase
1nfp,P09142,UNKNOWN
1nft,P02789,UNKNOWN
1nfv,Q93PP9,Oxidoreductase
1nh8,P9WMN1,Glycosyltransferase
1nhk,P15266,Kinase
1nhp,P37062,Oxidoreductase
1nhx,P35558,Decarboxylase
1nir,P24474,Oxidoreductase
1njf,P06710,DNA-directed DNA polymerase
1njj,Q9TZZ6,Lyase
1nki,Q9I4K6,Transferase
1nlm,P17443,Glycosyltransferase
1nml,P83787,Oxidoreductase
1nms,P42574,Hydrolase
1nnf,P35755,UNKNOWN
1now,P07686,Glycosidase
1nox,Q60049,Oxidoreductase
1np1,Q26239,Vasoactive
1np7,P77967,DNA-binding
1nq7,P45446,Activator
1nqu,O66529,Transferase
1nr6,P00179,Monooxygenase
1nrj,P36057,Receptor
1nsd,P27907,Glycosidase
1nst,P52848,Hydrolase
1nt4,P19926,Hydrolase
1nu2,P97318,Developmental protein
1nu3,Q9ZAG3,Hydrolase
1nuq,Q96T66,Nucleotidyltransferase
1nv8,Q9WYV8,Methyltransferase
1nvm,Q52060,Oxidoreductase
1nvt,Q58484,Oxidoreductase
1nx3,P04574,UNKNOWN
1nx9,Q8VRK8,Hydrolase
1ny5,O67198,Activator
1nyk,Q5SGZ9,UNKNOWN
1nyt,P15770,Oxidoreductase
1nyw,Q8GIQ0,Isomerase
1nzy,A5JTM5,Hydrolase
1o04,P05091,Oxidoreductase
1o0h,P61823,Endonuclease
1o0s,P27443,Allosteric enzyme
1o26,Q9WYT0,Methyltransferase
1o2d,Q9X022,Oxidoreductase
1o3y,P84078,Hydrolase
1o43,P12931,Kinase
1o4s,Q9X0Y2,Aminotransferase
1o51,Q9WXM9,UNKNOWN
1o5e,P05981,Hydrolase
1o5q,Q56062,Lyase
1o5x,Q07412,Isomerase
1o68,Q9JZW6,Transferase
1o69,Q9S5Y7,Aminotransferase
1o6b,O34797,Nucleotidyltransferase
1o6e,P03234,Hydrolase
1o6l,P31751,Developmental protein
1o6z,Q07841,Oxidoreductase
1o7t,Q50964,UNKNOWN
1o8b,P0A7Z0,Isomerase
1o8v,Q02970,UNKNOWN
1o98,Q9X519,Isomerase
1o9j,Q28399,Oxidoreductase
1oaa,Q64105,Oxidoreductase
1oah,Q8VNU2,Oxidoreductase
1oao,P27989,Oxidoreductase
1obb,O33830,Glycosidase
1obc,Q72GM3,Aminoacyl-tRNA synthetase
1obo,P0A3E0,UNKNOWN
1oc2,Q8GIP9,Lyase
1oc4,Q7SI97,Oxidoreductase
1ocj,Q9C1S9,Glycosidase
1ocm,Q9ZIV5,UNKNOWN
1ocu,Q08826,UNKNOWN
1od6,Q5SJS9,Nucleotidyltransferase
1od9,Q62230,UNKNOWN
1odi,Q5SID9,Glycosyltransferase
1odm,P05326,Oxidoreductase
1odo,Q9KZR7,Monooxygenase
1oe5,Q9YGN6,DNA-binding
1of8,P32449,Transferase
1ofe,P55038,Oxidoreductase
1ofl,Q46079,Lyase
1ofu,P47204,UNKNOWN
1ofw,Q9RN68,UNKNOWN
1og1,P20974,Glycosyltransferase
1ogd,P36946,Isomerase
1ogg,P11797,Glycosidase
1oh0,P07445,Isomerase
1ohr,Q9Q288,Aspartyl protease
1oik,Q9WWU5,Dioxygenase
1oix,P62491,Hydrolase
1oiz,P49638,UNKNOWN
1oj4,Q8FI04,Kinase
1oj7,Q46856,Oxidoreductase
1ojr,P32169,Lyase
1ojz,Q9ADS9,Transferase
1okc,P02722,UNKNOWN
1olt,P32131,Oxidoreductase
1omo,O28608,Oxidoreductase
1omz,Q9ES89,Glycosyltransferase
1on3,Q8GBW6,Transferase
1onh,Q59401,Hydrolase
1opb,P06768,UNKNOWN
1opr,P08870,Glycosyltransferase
1or4,O07621,Transducer
1orf,P12544,Hydrolase
1orr,P14169,Isomerase
1os6,Q8GGK7,UNKNOWN
1ose,P00690,Glycosidase
1oss,P00775,Hydrolase
1osv,Q62735,Activator
1oth,P00480,Transferase
1otw,P27505,Oxidoreductase
1ow4,Q8MTC1,UNKNOWN
1owb,P0ABH7,Allosteric enzyme
1ox5,P33734,Hydrolase
1oxv,Q97UY8,Translocase
1oyy,P15043,DNA-binding
1ozh,P27696,Transferase
1p0f,O57380,Oxidoreductase
1p0h,P9WJM7,Acyltransferase
1p0z,P52687,Kinase
1p1j,P11986,Isomerase
1p3d,P45066,Ligase
1p3w,P0A6B7,Transferase
1p43,P00924,Lyase
1p4a,P37551,DNA-binding
1p5d,P26276,Isomerase
1p5j,P20132,Lyase
1p5z,P27707,Kinase
1p6d,P09598,Hydrolase
1p6o,Q12178,Hydrolase
1p72,P24425,Kinase
1p77,P43876,Oxidoreductase
1p7l,P0A817,Transferase
1p7t,P37330,Transferase
1p9b,Q9U8D3,Ligase
1p9p,P0A873,Methyltransferase
1pa2,Q42578,Oxidoreductase
1pbe,P00438,Monooxygenase
1pby,Q8VUT0,UNKNOWN
1pea,P27017,Kinase
1pf3,P36649,Oxidoreductase
1pfk,P0A796,Allosteric enzyme
1pfv,P00959,Aminoacyl-tRNA synthetase
1pgn,P00349,Oxidoreductase
1phk,P00518,Calmodulin-binding
1phn,P00311,UNKNOWN
1php,P18912,Kinase
1phw,P0A715,Transferase
1pj3,P23368,Allosteric enzyme
1pjc,O52942,Oxidoreductase
1pjs,P25924,Lyase
1pjx,Q7SIG4,Hydrolase
1pk8,P09951,Actin-binding
1pk9,P0ABP9,Glycosyltransferase
1pkj,Q57872,Hydrolase
1pl8,Q00796,Oxidoreductase
1pn0,P15245,Monooxygenase
1pn4,P22414,Isomerase
1pn9,Q93113,Lyase
1pno,Q2RSB4,Translocase
1pob,P00598,Blood coagulation cascade inhibiting toxin
1poc,P00630,Hydrolase
1pot,P0AFK9,UNKNOWN
1ppv,Q46822,Isomerase
1pqu,P44801,Oxidoreductase
1ps6,P19624,Oxidoreductase
1ps9,P42593,Oxidoreductase
1ptr,P28867,Kinase
1pu8,O25323,Endonuclease
1pv8,P13716,Allosteric enzyme
1pvg,P06786,DNA-binding
1pvs,P04395,Hydrolase
1pwg,P15555,Carboxypeptidase
1pyy,P59676,UNKNOWN
1pz0,P46336,Oxidoreductase
1pz1,P80874,Oxidoreductase
1pzg,P90613,Oxidoreductase
1pzm,Q9NJI5,Glycosyltransferase
1q0q,P45568,Oxidoreductase
1q0r,Q54528,Hydrolase
1q11,P54577,Aminoacyl-tRNA synthetase
1q19,Q9XB61,Ligase
1q1a,P53686,Repressor
1q1f,Q9ER97,Oxidoreductase
1q1g,Q8I3X4,Glycosyltransferase
1q1r,P16640,Oxidoreductase
1q1y,P68826,Hydrolase
1q20,O00204,Transferase
1q2o,P29473,Calmodulin-binding
1q3a,P09238,Hydrolase
1q3q,P61112,Chaperone
1q45,Q9FUP0,Oxidoreductase
1q4g,P05979,Dioxygenase
1q4j,Q8ILQ7,Transferase
1q4t,Q04416,Hydrolase
1q5d,Q9KIZ4,Monooxygenase
1q5m,P80508,Oxidoreductase
1q6i,P45523,Isomerase
1q6o,P39304,Decarboxylase
1q6y,P69902,Transferase
1q79,P25500,RNA-binding
1q7b,P0AEK2,Oxidoreductase
1q7t,P9WJN3,Hydrolase
1q8j,Q9WYA5,Methyltransferase
1q8y,Q03656,Kinase
1q9i,Q07WU7,Oxidoreductase
1q9s,Q969G6,Kinase
1qa7,P08617,Helicase
1qan,P13956,Methyltransferase
1qb8,Q27679,Glycosyltransferase
1qd0,A2KD59,UNKNOWN
1qd1,P53603,Lyase
1qd6,P0A921,Hydrolase
1qdb,Q9Z4P4,Oxidoreductase
1qdq,P07688,Hydrolase
1qf5,P0A7D4,Ligase
1qft,O77421,UNKNOWN
1qfz,P10933,Oxidoreductase
1qgj,Q39034,Oxidoreductase
1qgq,P39621,Glycosyltransferase
1qh5,Q16775,Hydrolase
1qhf,P00950,Isomerase
1qhg,P56255,DNA-binding
1qhj,P02945,Photoreceptor protein
1qhu,P20058,UNKNOWN
1qhx,Q56148,Kinase
1qiw,P62157,UNKNOWN
1qj5,P12995,Aminotransferase
1qji,P07584,Hydrolase
1qjp,P0A910,Porin
1qks,P72181,Oxidoreductase
1qm5,P00490,Allosteric enzyme
1qmg,Q01292,Oxidoreductase
1qn2,Q7SIA4,UNKNOWN
1qnf,P05327,DNA-binding
1qo8,Q9Z4P0,Oxidoreductase
1qoa,P0A3C7,UNKNOWN
1qor,P28304,Oxidoreductase
1qpa,P11542,Oxidoreductase
1qpg,P00560,Kinase
1qpq,P9WJJ7,Glycosyltransferase
1qr0,P39135,Transferase
1qrd,P05982,Oxidoreductase
1qrp,P0DJD7,Aspartyl protease
1qrr,O48917,Hydrolase
1qs0,P09060,Oxidoreductase
1qsm,Q06592,Acyltransferase
1qsr,Q27198,Activator
1qtq,P00962,Aminoacyl-tRNA synthetase
1qv0,Q27709,Photoprotein
1qvj,Q9BW91,Hydrolase
1qw9,Q9XBQ3,Glycosidase
1qwl,P77872,Oxidoreductase
1qx4,P20070,Oxidoreductase
1qxo,P0A2Y6,Lyase
1qxy,P0A078,Aminopeptidase
1qy1,P11588,UNKNOWN
1qy8,P41148,Chaperone
1qz3,Q7SIG1,Hydrolase
1qz9,P83788,Hydrolase
1qzz,Q54527,Lyase
1r0x,P26361,Chloride channel
1r18,Q27869,Methyltransferase
1r2j,Q9KIE5,Oxidoreductase
1r2q,P20339,Hydrolase
1r37,P39462,Oxidoreductase
1r3s,P06132,Decarboxylase
1r4a,P61212,UNKNOWN
1r55,Q9BZ11,Hydrolase
1r5a,Q9GQG7,Transferase
1r6b,P0ABH9,Chaperone
1r6d,Q9ZGH3,Lyase
1r6n,P04015,Activator
1r6u,P23381,Aminoacyl-tRNA synthetase
1r6w,P29208,Lyase
1r89,O28126,Nucleotidyltransferase
1r8q,P84080,Hydrolase
1r9j,Q8MPM3,Transferase
1r9q,P0AFM2,UNKNOWN
1ra0,P25524,Hydrolase
1rbl,P00880,Lyase
1rcf,P0A3D9,UNKNOWN
1rcq,Q9HTQ2,Isomerase
1rdq,P05132,Kinase
1rds,P00653,Endonuclease
1red,P36217,Glycosidase
1reo,Q6STF1,Antibiotic
1req,P11653,Isomerase
1rf6,Q9S400,Transferase
1rfk,P00248,UNKNOWN
1rfs,P08980,Translocase
1rge,P05798,Endonuclease
1rgy,P05193,Hydrolase
1rhc,O93734,Oxidoreductase
1rie,P13272,Translocase
1rjd,Q04081,Methyltransferase
1rkx,Q57329,Lyase
1rky,Q96X16,Oxidoreductase
1rl4,Q8I372,Hydrolase
1rlt,P75792,Hydrolase
1rm4,P19866,Oxidoreductase
1rm8,P51512,Hydrolase
1ro7,Q9LAK3,Glycosyltransferase
1rp0,Q38814,Transferase
1rpj,P39265,UNKNOWN
1rpn,Q51366,Lyase
1rqj,P22939,Transferase
1rqp,Q70GK9,Transferase
1rrg,P84079,Hydrolase
1rrv,Q9AFC7,Glycosyltransferase
1rsg,P50264,Oxidoreductase
1rtk,P00751,Hydrolase
1rtw,Q8U189,UNKNOWN
1rv0,Q82500,Hemagglutinin
1rv3,P07511,Lyase
1rvv,P11998,Transferase
1rwh,P84141,Lyase
1rwj,Q74BP5,UNKNOWN
1rx0,Q9UKU7,Activator
1rxe,P0A006,Oxidoreductase
1ry2,Q01574,Ligase
1rya,P32056,Hydrolase
1ryi,O31616,Oxidoreductase
1rz1,Q9LAG2,Oxidoreductase
1rzm,Q9WYH8,Transferase
1rzu,P0A3F3,Glycosyltransferase
1s14,P20083,DNA-binding
1s1d,Q8WVQ1,Hydrolase
1s1p,P42330,Oxidoreductase
1s20,P37672,Oxidoreductase
1s2d,Q8RLY5,Glycosyltransferase
1s3e,P27338,Oxidoreductase
1s3z,Q9R381,Acyltransferase
1s4m,Q9WZW1,Kinase
1s4o,P27809,Glycosyltransferase
1s5o,P43155,Acyltransferase
1s68,P32277,Ligase
1s69,P73925,UNKNOWN
1s6r,Q93CA2,Hydrolase
1s7g,O30124,Transferase
1s7n,Q8ZPC0,Acyltransferase
1s8f,P24408,Hydrolase
1s9p,P62509,Activator
1saz,Q9X278,Kinase
1sb8,Q8KN66,Isomerase
1sbr,O34911,UNKNOWN
1sbz,P69772,Prenyltransferase
1sc6,P0A9T0,Oxidoreductase
1scn,P00780,Hydrolase
1sdw,P14925,Lyase
1ses,P34945,Aminoacyl-tRNA synthetase
1sff,P22256,Aminotransferase
1sfj,Q6GII7,Lyase
1sg4,P42126,Isomerase
1sg6,P07547,Kinase
1si8,Q834P5,Oxidoreductase
1sjd,Q44244,Isomerase
1sjw,Q9RN59,Isomerase
1sk7,O69002,UNKNOWN
1skj,P00524,Kinase
1sm4,Q9M4D2,Oxidoreductase
1snn,Q60364,Lyase
1sny,Q9W3H4,Oxidoreductase
1so2,Q13370,Hydrolase
1sox,P07850,Oxidoreductase
1sp3,Q8E9W8,UNKNOWN
1sq5,P0A6I3,Kinase
1sqf,P36929,Methyltransferase
1sqi,P32755,Dioxygenase
1sr7,P06401,DNA-binding
1sr9,P9WQB3,Transferase
1sst,P43886,Acyltransferase
1st0,Q96C86,Hydrolase
1su2,Q9RVK2,Hydrolase
1svi,P38424,UNKNOWN
1svm,P03070,Activator
1sw0,P00940,Isomerase
1sw1,O29280,UNKNOWN
1sww,O31156,Hydrolase
1sy7,Q9C168,Oxidoreductase
1sz0,P08169,Receptor
1szo,Q93TU6,Hydrolase
1t0i,Q07923,Oxidoreductase
1t10,P42861,Isomerase
1t3i,Q55793,Transferase
1t47,Q53586,Dioxygenase
1t5c,Q02224,Developmental protein
1t7i,P35963,Aspartyl protease
1t7p,P00581,DNA-binding
1t7q,P47934,Acyltransferase
1t7r,O97775,DNA-binding
1t91,P51149,Hydrolase
1t93,Q9FCA6,Monooxygenase
1t9d,P07342,Transferase
1t9m,O69755,Oxidoreductase
1tad,P04695,Transducer
1tc2,Q4DRC4,Glycosyltransferase
1tcw,P05896,Aspartyl protease
1td2,P77150,Kinase
1td7,P60045,Hydrolase
1tf9,P80561,Aminopeptidase
1the,P00787,Hydrolase
1thn,O32727,Kinase
1tip,P07953,Hydrolase
1tiq,P21340,Acyltransferase
1tjy,Q8ZKQ1,UNKNOWN
1tku,Q5A3V6,Lyase
1tmo,O87948,Oxidoreductase
1tq4,Q9QZ85,Hydrolase
1tqh,Q06174,Hydrolase
1trb,P0A9P4,Oxidoreductase
1try,P35049,Hydrolase
1tu8,P46427,Transferase
1tuk,P82900,UNKNOWN
1tv4,O30642,Methyltransferase
1tv8,P65388,Lyase
1tw4,P80226,UNKNOWN
1twi,Q58497,Decarboxylase
1tx2,Q81VW8,Transferase
1txz,Q04299,Hydrolase
1ty9,Q51793,Oxidoreductase
1tyu,P12528,Glycosidase
1tzd,P17105,Calmodulin-binding
1tzf,Q8Z5I4,Nucleotidyltransferase
1tzj,Q00740,Hydrolase
1u08,P77806,Aminotransferase
1u0j,P03132,DNA-binding
1u1g,P12758,Glycosyltransferase
1u1i,O28480,UNKNOWN
1u1j,O50008,Methyltransferase
1u1w,Q51792,Isomerase
1u26,Q7WUJ1,Hydrolase
1u29,P63034,Guanine-nucleotide releasing factor
1u2z,Q04089,Chromatin regulator
1u3d,Q43125,Photoreceptor protein
1u3f,P75430,Ligase
1u3t,P07327,Oxidoreductase
1u3u,P00325,Oxidoreductase
1u3w,P00326,Oxidoreductase
1u59,P43403,Kinase
1u5r,Q9JLS3,Kinase
1u5u,O16025,Dioxygenase
1u6r,P00563,Kinase
1u6s,P9WNG3,Acyltransferase
1u7t,Q99714,Oxidoreductase
1u7z,P0ABQ0,Decarboxylase
1u8f,P04406,Oxidoreductase
1u8v,P55792,Isomerase
1u8x,P54716,Glycosidase
1u8z,P63320,Hydrolase
1ua4,Q9V2Z6,Kinase
1ua7,P00691,Glycosidase
1ub3,Q5SJ28,Lyase
1ubw,P08836,Transferase
1uca,P23540,Endonuclease
1udh,P10186,Hydrolase
1udy,P41367,Oxidoreductase
1ued,Q8RN03,Monooxygenase
1uhe,P56065,Decarboxylase
1uhk,P02592,Photoprotein
1uhv,P36906,Glycosidase
1ui0,Q5SKC5,Hydrolase
1uj2,Q9BZX2,Kinase
1uj6,Q72J47,Isomerase
1ukg,Q8GSD2,UNKNOWN
1ukz,P15700,Kinase
1uli,Q53122,Dioxygenase
1ulv,Q9LBQ9,Glycosidase
1um0,P56122,Lyase
1umg,F9VMT6,Hydrolase
1umk,P00387,Oxidoreductase
1ump,P33247,Isomerase
1unb,P18548,Oxidoreductase
1unq,P31749,Developmental protein
1uod,P76015,Kinase
1uou,P19971,Developmental protein
1up7,Q9X108,Glycosidase
1up9,Q9L915,UNKNOWN
1upt,P40616,UNKNOWN
1uqt,P31677,Glycosyltransferase
1uqx,Q8XUA5,UNKNOWN
1ur1,O68541,Glycosidase
1ur5,P80040,Oxidoreductase
1ur9,Q54276,Glycosidase
1us0,P15121,Oxidoreductase
1usq,P24093,UNKNOWN
1usr,P32884,Hemagglutinin
1ute,P09889,Hydrolase
1uu1,Q9X0D0,Aminotransferase
1uvc,Q0IQK9,UNKNOWN
1uvk,P11124,Nucleotidyltransferase
1uwc,O42807,Hydrolase
1uwk,P25080,Lyase
1uwm,P80306,UNKNOWN
1uwz,P19079,Hydrolase
1ux8,O31607,UNKNOWN
1uxu,O57693,Allosteric enzyme
1uxy,P08373,Oxidoreductase
1uz4,Q6QT42,Glycosidase
1uzn,P9WGT3,Oxidoreductase
1v08,P49235,Glycosidase
1v0j,P9WIQ1,Isomerase
1v0l,P26514,Glycosidase
1v0o,Q07785,Kinase
1v0r,P84147,UNKNOWN
1v1a,Q53W83,Kinase
1v25,Q5SKN9,Ligase
1v2a,Q9BHB0,Transferase
1v2d,Q75WK2,Aminotransferase
1v2x,Q5SM16,Methyltransferase
1v39,P07617,Elongation factor
1v3e,Q6WJ03,Hemagglutinin
1v3s,P83820,UNKNOWN
1v3v,Q9EQZ5,Oxidoreductase
1v47,Q5SKH7,Nucleotidyltransferase
1v7c,P83823,Lyase
1v7z,P83772,Hydrolase
1v84,Q9P2W7,Transferase
1v8b,P50250,Hydrolase
1v8k,Q922S8,UNKNOWN
1v8m,Q84CU3,Hydrolase
1v9a,Q5SKH6,Methyltransferase
1v9y,P76129,Hydrolase
1va6,P0A6W9,Ligase
1vbh,P11155,Kinase
1vdc,Q39243,Oxidoreductase
1ve3,O57965,UNKNOWN
1vfr,P46072,Oxidoreductase
1vfs,Q65YW7,Isomerase
1vg8,P09527,Hydrolase
1vgv,P27828,Allosteric enzyme
1vhn,Q9WXV1,Oxidoreductase
1vht,P0A6I9,Kinase
1vhw,Q9KPM0,Glycosyltransferase
1vi0,P94548,DNA-binding
1vi2,P0A6D5,Oxidoreductase
1vj7,Q54089,Hydrolase
1vjo,Q8YY48,UNKNOWN
1vm9,Q00458,UNKNOWN
1vpe,P36204,Isomerase
1vq2,P16006,Allosteric enzyme
1vr0,Q97E82,Hydrolase
1vrl,P83847,DNA-binding
1vrp,P04414,Kinase
1vsv,Q7YYQ9,Oxidoreductase
1vyd,P00094,UNKNOWN
1vyg,P29498,UNKNOWN
1vyr,P71278,Oxidoreductase
1vzg,Q46495,Oxidoreductase
1w07,O65202,Oxidoreductase
1w0h,Q8IV48,Exonuclease
1w1o,Q9T0N8,Oxidoreductase
1w23,Q9RME2,Aminotransferase
1w2l,Q9F3S9,Oxidoreductase
1w2y,Q0P8G4,Hydrolase
1w2z,Q43077,Oxidoreductase
1w3i,O54288,Lyase
1w3l,O85465,Glycosidase
1w4r,P04183,Kinase
1w4x,Q47PU3,Monooxygenase
1w55,Q9PM68,Lyase
1w5f,O08398,UNKNOWN
1w5s,Q9YFU8,DNA-binding
1w66,P9WK83,Acyltransferase
1w68,P11157,Oxidoreductase
1w6f,O86309,Acyltransferase
1w6k,P48449,Isomerase
1w6s,P16027,Oxidoreductase
1w6u,Q16698,Oxidoreductase
1w78,P08192,Ligase
1w7j,Q02440,Actin-binding
1w7o,Q6XCI5,UNKNOWN
1w85,P21873,Oxidoreductase
1w8s,P58315,Lyase
1w96,Q00955,Ligase
1w9t,Q9KG76,Glycosidase
1w9x,O82839,UNKNOWN
1wa3,Q9WXS1,Lyase
1wad,P00133,UNKNOWN
1wb5,P51584,Glycosidase
1wb9,P23909,DNA-binding
1wbi,P56732,UNKNOWN
1wc3,O32393,Kinase
1we1,P72849,Oxidoreductase
1wht,P08819,Carboxypeptidase
1wk8,P56690,Aminoacyl-tRNA synthetase
1wk9,P96142,Aminoacyl-tRNA synthetase
1wl4,Q9BWD1,Acyltransferase
1wle,Q9N0F3,Aminoacyl-tRNA synthetase
1wlj,Q96AZ6,Exonuclease
1wm1,O32449,Aminopeptidase
1wma,P16152,Oxidoreductase
1wms,P51151,Hydrolase
1wn3,Q5SJP3,Hydrolase
1wnb,P77674,Oxidoreductase
1wng,O58456,Methyltransferase
1wop,Q9WY54,Aminotransferase
1wov,P74133,Oxidoreductase
1wpc,P19571,Glycosidase
1wql,Q51743,Dioxygenase
1wri,P00237,UNKNOWN
1ws1,Q819U0,Hydrolase
1wtc,O59791,Allosteric enzyme
1wub,P83815,UNKNOWN
1wur,Q5SH52,Hydrolase
1wuw,P21742,Toxin
1wvf,P09788,Oxidoreductase
1wvg,P26397,Lyase
1ww5,Q6WY08,Hydrolase
1wx4,Q83WS2,Oxidoreductase
1wxi,P18843,Ligase
1wy7,O59611,UNKNOWN
1wyu,Q5SKW7,Oxidoreductase
1wzd,Q54AI1,Oxidoreductase
1x0p,Q8DMN3,UNKNOWN
1x14,P07001,Translocase
1x1i,Q9AQS0,Lyase
1x1t,Q5KST5,Oxidoreductase
1x1v,Q8L5H4,UNKNOWN
1x1z,O26232,Decarboxylase
1x3k,Q7M422,UNKNOWN
1x3x,Q17091,UNKNOWN
1x46,Q7M421,UNKNOWN
1x54,O57980,Aminoacyl-tRNA synthetase
1x7d,Q88H32,Lyase
1x82,P83194,Isomerase
1x8d,P32156,Isomerase
1x8p,Q94734,Oxidoreductase
1x8v,P9WPP9,Monooxygenase
1x92,Q9HVZ0,Isomerase
1x9i,Q8ZWV0,Isomerase
1xa4,P31572,Transferase
1xah,Q6GGU4,Lyase
1xc1,P17259,UNKNOWN
1xcj,P10868,Methyltransferase
1xd3,P15374,Hydrolase
1xdn,P86927,Ligase
1xdp,P0A7B1,Kinase
1xey,P69908,Decarboxylase
1xez,P09545,Toxin
1xg3,P77541,Lyase
1xhf,P0A9Q1,Activator
1xim,P12851,Isomerase
1xio,Q8YSC4,UNKNOWN
1xiu,Q8T5C6,DNA-binding
1xjd,Q04759,Kinase
1xk5,O95149,RNA-binding
1xkd,Q9YE81,Oxidoreductase
1xkl,Q6RYA0,Hydrolase
1xkv,Q5SLL5,Decarboxylase
1xkw,P42512,Receptor
1xkz,P18357,UNKNOWN
1xl8,Q9DC50,Acyltransferase
1xlq,P00259,UNKNOWN
1xlr,P26602,Lyase
1xng,O25096,Ligase
1xnj,O43252,Kinase
1xnk,Q8J1V6,Glycosidase
1xny,Q9X4K7,UNKNOWN
1xoz,O76074,Allosteric enzyme
1xp8,P42443,DNA-binding
1xpm,A0A0H3K1U2,UNKNOWN
1xpy,Q9RYA6,Isomerase
1xqp,Q8ZVK6,Hydrolase
1xr2,Q9X112,Methyltransferase
1xrk,P17493,UNKNOWN
1xrl,P96084,Aminopeptidase
1xs1,P28248,Hydrolase
1xtt,Q980Q4,Allosteric enzyme
1xu9,P28845,Oxidoreductase
1xuz,Q57265,UNKNOWN
1xv5,P04519,Glycosyltransferase
1xva,P13255,Methyltransferase
1xvb,P22869,Monooxygenase
1xwk,P09488,Transferase
1xym,P15587,Isomerase
1y1p,Q9UUN9,Oxidoreductase
1y20,P35439,Ion channel
1y21,O76745,Vasoactive
1y2g,P77173,UNKNOWN
1y2k,Q08499,Hydrolase
1y4l,P24605,Antibiotic
1y55,P56734,UNKNOWN
1y60,Q9FA38,Lyase
1y7t,P10584,Oxidoreductase
1y8o,Q15120,Kinase
1y9t,P0A1X2,UNKNOWN
1yaa,P23542,Aminotransferase
1yag,P60010,Hydrolase
1yat,P20081,Isomerase
1yb6,P52704,Lyase
1ybh,P17597,Transferase
1ybk,Q54436,UNKNOWN
1ybq,P39377,Hydrolase
1ybu,O07732,Hydrolase
1ycd,P38777,Hydrolase
1yej,Q58EU8,UNKNOWN
1yf3,P04392,DNA-binding
1yfd,P69924,Oxidoreductase
1yfr,O67323,Aminoacyl-tRNA synthetase
1yfz,Q8R7L0,Glycosyltransferase
1yhl,Q8WS26,Transferase
1yid,Q9RVD6,Aminoacyl-tRNA synthetase
1yiq,Q4W6G0,Oxidoreductase
1ykd,P94182,Lyase
1ylh,A6VKV4,Decarboxylase
1ym1,Q9L5C8,Hydrolase
1ymt,P33242,Activator
1ynh,P76216,Hydrolase
1ynk,Q6PJB2,UNKNOWN
1ynq,Q9KE47,UNKNOWN
1yns,Q9UHY7,Hydrolase
1yon,P0A9J4,Oxidoreductase
1yp2,P23509,Allosteric enzyme
1yq9,P12944,Oxidoreductase
1yqd,Q94G59,Oxidoreductase
1yqt,Q8U306,UNKNOWN
1yqz,O52582,Oxidoreductase
1yrb,Q9UYR9,Hydrolase
1yro,P08037,Glycosyltransferase
1yrx,Q53119,UNKNOWN
1ys1,P22088,Hydrolase
1ys4,Q57658,Oxidoreductase
1ysl,Q9FD71,Acyltransferase
