PDB_ID,UniProt_ID
4mmd,O67854
4mn7,Q9HJW5
4mnc,Q122C7
4mnp,Q8RDN9
4mo2,Q0P8H5
4mo4,Q9I5Q5
4mob,Q8WYK0
4mp8,A0A0H3K9Y6
4mpm,Q9NPG2
4mpo,A0A0H3MCJ9
4mpu,Q15661
4mpy,A0A0H2X0S3
4mqy,P0A725
4mrf,P15379
4mro,Q14397
4mrs,Q2G506
4ms4,Q9UBS5
4mss,B4EA43
4mt4,Q8RTE3
4muq,Q9KHL8
4mus,Q9JN36
4muv,Q98GN8
4mv4,P43873
4mvn,Q2FXC2
4mw0,Q38C91
4mwr,A0A024E3Q2
4mwy,A0A067Y7N7
4mxp,Q5ZSQ3
4myd,P37355
4myp,Q7AP54
4mzq,Q6KC22
4mzu,Q12KT8
4mzv,P16422
4n02,B2ILS5
4n14,Q12834
4n17,Q0B2F6
4n3e,Q8H1L1
4n49,Q8N1G2
4n4j,Q1PX48
4n4t,Q6PFX9
4n58,A0A067XG75
4n5n,P14697
4n65,Q9I5F3
4n67,A0A0H3LV04
4n6f,D7RFL7
4n6k,C6BWG5
4n73,Q14995
4n7c,B7TYB2
4n82,A3CR20
4n8g,Q1QZT7
4n8i,Q9ZC36
4n91,C7RDZ3
4n9i,C3SQJ7
4n9w,A0QWG6
4n9z,O88622
4nae,Q5L3C1
4nao,G8GV69
4nat,P63820
4nb4,Q6G7I0
4nb5,I6Y8F7
4nbi,Q8IIS0
4nbn,P55212
4nbt,A9NFJ2
4nbw,A6G411
4nc7,P12464
4ncb,Q746M7
4nce,P31345
4ncr,P9WJF1
4ncs,Q9Y3R4
4nd2,Q5CYZ2
4ndu,A7UNK4
4nec,Q0X0A7
4nes,Q58899
4nf1,Q87EL2
4nff,P20151
4nfi,P14324
4nfl,Q9NPB1
4nfn,Q5TCY1
4ngu,Q311Q1
4nhb,B8J100
4nhx,Q8N543
4nj9,Q9D8L4
4nja,A0A0F7R1P3
4njh,A0A0H3KB22
4njo,Q76KF5
4njs,Q9J006
4nk2,B3DVC3
4nkt,O13833
4nl5,P9WKH3
4nlg,Q4JB80
4nm9,Q746X3
4nog,S8EY38
4nos,P35228
4npl,Q08BA6
4npt,O38896
4nq8,A0A0H3LPK2
4nrt,A0ZNP5
4ns0,P47709
4nst,Q9NYV4
4nsv,Q7M135
4ntc,E9RAH5
4ntd,E2PZ87
4ntk,P65870
4nto,O64587
4nu0,Q04ML5
4nv1,Q5NF01
4nv7,Q98D42
4nvb,B3LRE1
4nvq,Q96KQ7
4nw6,P51812
4nwi,Q9W197
4nwx,Q2G029
4nx1,A3T0D1
4nxu,Q9NQG6
4nyq,Q6SVB6
4nz6,Q9Y606
4nzn,O43314
4o08,G9BEX6
4o0a,P27694
4o0h,Q7L266
4o0l,B9ZZZ6
4o1e,B8FW00
4o1m,Q6UCJ9
4o1w,Q48A34
4o25,Q921J2
4o3f,P09411
4o4f,N9UNA8
4o4s,Q8YLF9
4o59,P10096
4o6m,O27985
4o6u,O69756
4o6y,Q9SWS1
4o8j,O59198
4o8m,A6VKP1
4o8o,Q76BV4
4o95,E3T1W8
4o9c,P14611
4o9g,Q6TFC5
4oa5,Q2GKC7
4oag,Q8BGV8
4oan,Q2IWM2
4oav,Q05823
4oaz,Q7AKQ8
4ob6,L7PYQ2
4obo,O95819
4obw,P49017
4ock,E8MF12
4ocv,B7GN78
4odo,Q5SLE7
4oe4,P07275
4oes,Q9AL82
4oht,A0A0J9X1M8
4ohx,P52874
4oi4,Q08685
4oic,Q5Z8S0
4oj8,Q9XB59
4ojx,P22434
4ojz,Q21FJ0
4ok5,K4KA16
4oke,P9WJ73
4okz,B5HDJ6
4olt,E1AXU1
4om8,Q988C8
4oma,Q84AR1
4omj,O76054
4onm,P61088
4ooa,Q8N5K1
4oop,Q9STG6
4oq0,Q8KMX3
4oqg,Q79DR3
4oqh,Q9AGJ5
4oqp,P39140
4oqr,W5VH56
4oqv,Q02127
4or4,A0A0J9X1Y8
4ori,Q63707
4osp,K0IB23
4oth,Q16512
4oue,Q8A5P6
4ov4,B0SN40
4ovq,Q160Z9
4ovr,A7IKQ4
4ovt,A6X5V3
4ovw,P46237
4owk,P19247
4oxi,Q9KRQ7
4oxx,Q8VQF4
4oy3,Q9ZMY2
4ozj,B8ZYW1
4ozv,Q06749
4p05,A0A0D6H805
4p10,Q96IY4
4p1l,Q1QUN2
4p3h,Q2HRB6
4p42,A0FGR8
4p4m,Q9U6N3
4p4t,P20591
4p53,H2K887
4p56,A0A0H3LM73
4p58,O88587
4p5e,O43598
4p5f,Q5GUA3
4p5q,P29320
4p66,C3TR70
4p7a,P40692
4p7x,Q989T9
4p8b,Q0KC03
4p8o,Q6GKU0
4pa5,P40746
4pab,Q63342
4pai,Q5LSJ5
4pak,A1WPV4
4pbg,P11546
4pc2,A0A0M3KKV1
4pc9,Q16BC9
4pd6,Q9KPL5
4pdd,Q12HD7
4pdh,Q12CD8
4peg,C4M1P9
4pet,Q48AL6
4pf3,P08235
4pfc,P14735
4pfk,P00512
4pfo,F1RQI7
4pgn,Q315G1
4phr,I1ZPA1
4pi9,A0A0H3JT72
4pie,P03252
4pio,A0R5M8
4pj3,O60306
4pkb,Q8LPW4
4pkl,Q38AM1
4pl9,P49333
4ple,O00482
4plg,A0A075B5G8
4plt,A0A075B5H0
4plw,A0A075B5H2
4pm0,Q13946
4pnc,C3TPN7
4pne,Q9ALM7
4png,A1ZB72
4pno,C1IFD2
4poo,E0TY72
4pop,A2RI47
4pot,E9NQ90
4pow,P35120
4ppm,A0A0J9X1Q5
4ppr,O53380
4pqa,Q9JYL2
4pqg,A0A0H2URG7
4pse,A0A024SC78
4psw,Q12341
4ptv,B8CYA8
4pu5,Q8EIX3
4pvd,Q12068
4pvk,B2ZWE9
4pwa,Q92M25
4pxc,Q8VXY9
4pxd,P77425
4pxk,Q5UXY6
4pxl,Q8S532
4pxq,F1QR43
4py2,Q2YQ76
4pya,P0A738
4pyt,Q65JX9
4pz2,W8SZG1
4pzv,Q5NGA7
4q0k,G7J032
4q0p,Q93UQ5
4q11,B4EUU9
4q1q,Q9XD84
4q35,Q83SQ0
4q3q,Q6WVP6
4q46,A0A0J9X1Z6
4q4k,Q9HWH9
4q5h,Q3YTH2
4q6o,O25708
4q7z,Q6UWY2
4q86,P75838
4q9m,Q8DRB3
4qa8,P65315
4qar,A0A0H3MBV9
4qb2,H6WCZ0
4qb3,O60885
4qbb,P03305
4qbg,P16304
4qbk,Q9HVC3
4qc6,Q7ATH7
4qck,P71875
4qdc,F1CMY8
4qdi,A0A0J9X1Z8
4qdj,Q55467
4qed,I6ZQW6
4qeo,Q8GZB6
4qer,P59071
4qge,H2QL32
4qhp,Q9JYV4
4qi1,Q18DH8
4qi3,A9XK88
4qih,P9WIC6
4qii,P9WNP5
4qjl,A0PQD8
4qjr,Q13285
4qkd,Q9BT30
4qlx,U6C5W9
4qm6,A3DJ38
4qn6,Q2FCL6
4qn7,Q20R18
4qnr,P37344
4qnw,Q4WZ70
4qo5,A8AB33
4qpd,E3NZ06
4qpl,Q9CZW6
4qrh,A0A0J9X1Z9
4qtb,P27361
4qtc,Q8TF76
4qtu,P25627
4qu3,Q93F76
4qvb,O06553
4qwp,Q8KZM5
4qx8,P59997
4qys,Q97TX6
4r0m,A8YJW1
4r17,P30656
4r1s,A0A059TC02
4r1v,P08581
4r29,Q7DBA6
4r2i,Q6Q0J1
4r2l,P67091
4r2w,Q8E9X9
4r33,C6FX51
4r37,Q5LH16
4r38,Q2NB77
4r3l,Q980R9
4r3n,Q8DQ00
4r43,P9WIH3
4r4u,Q8D151
4r4y,Q47898
4r5e,Q4W6L6
4r5z,P9WML5
4r6r,P18670
4r75,A3N294
4r78,Q8DPI4
4r81,D9PVS9
4r82,Q8GME2
4r84,O66375
4r8h,P0ACJ8
4r8s,C1KBQ3
4r98,P33650
4rc7,Q54764
4rd4,Q980A5
4rdr,Q9JZN9
4rdy,F0QXN6
4re5,Q9YBQ2
4re8,P22736
4rei,B5THI3
4rek,P12676
4rel,A4F1R4
4rep,L7WC64
4rf2,Q6WVP7
4rf8,O15992
4rg3,C0STX7
4rga,D3W0F1
4rgb,A0A0H2ZU39
4rgq,Q58122
4rhe,Q489U8
4rhx,P9WHQ9
4ri1,O25094
4ri5,P26045
4rif,Q9ZGC0
4rke,O18333
4rkf,P25228
4rkn,Q7MSJ8
4rkx,A0A0M3KKW7
4rkz,Q9HIN1
4rle,P37538
4rlf,Q93TK0
4rlk,P28523
4rlr,Q747J2
4rlt,P9WFK1
4rm4,O34374
4rnh,Q9HVI8
4rnx,Q02899
4rp9,P39301
4rpm,Q2GWK9
4rpn,P52679
4rrf,Q58597
4rri,Q9YFY3
4rrq,Q9UZ14
4rs3,A0QYB3
4rsl,Q765A9
4rsm,A0QYB5
4rt1,Q9HY69
4ruk,A0A0X1KGP2
4rur,P23724
4rvd,Q194Q4
4rvu,O53146
4rw5,P0CE82
4rwn,Q29599
4rww,Q8Y3Y7
4ryv,P52778
4rz3,A4IMB4
4s0n,Q14527
4s1b,Q8Y746
4s1h,C4LVZ4
4s28,O82392
4s2b,P0A870
4s39,Q5SLI8
4s3r,P15977
4sdh,P02213
4tm3,A8CF85
4tmb,Q6I7B7
4tme,Q8XLZ0
4tmk,P0A720
4tmx,G0S8G9
4tpn,C9ZDC6
4tpw,P06730
4tq3,O28625
4tqg,G5CSR9
4tr0,A8MJH2
4tr9,Q7KQL9
4trj,P9WGR0
4tro,P9WGR1
4ts5,Q97W95
4tsk,C8WR67
4tsq,B9W5G6
4tsx,F2WR39
4ttq,Q5ZVH3
4tu5,A0A0M3KKX1
4tvf,Q70AY8
4tvh,Q90EA1
4tvt,P02883
4twl,A7MAQ2
4twv,P68082
4tx6,B0Y2Y2
4tx9,B5I4P8
4txl,G4VGI0
4u00,Q5SJ55
4u03,Q9KVG7
4u0o,Q8DLC2
4u0w,O34817
4u21,P19491
4u5u,P52293
4u5x,Q9SSX0
4u63,A9CJC9
4u6d,F0V1E2
4u7o,A0A0M3KKX3
4u7w,Q93TX2
4u8p,Q4W1X2
4u98,A1TH50
4u9b,Q8EF49
4u9h,P21852
4u9r,Q1LAJ7
4u9s,A5F5Y7
4u9u,Q9X4Q8
4ua3,Q9USH6
4uab,Q1QZR9
4uai,P48061
4uat,P95649
4ubs,Q825I8
4ubt,I6XHI4
4uc1,Q9RFC8
4ucc,P03418
4uci,Q91L20
4ud8,O64743
4ud9,P00734
4udd,P04150
4udx,Q9F8A8
4ueq,E1K247
4uhe,A0A0M3KKY6
4ukd,P20425
4ulv,Q07Z15
4uma,Q9K169
4uoh,A5J299
4uor,Q8Y8H6
4uox,P42588
4up3,C4LW95
4uql,P18188
4ur8,Q8UB77
4urf,Q5P8S7
4urs,Q9X2A8
4usa,Q46509
4usf,Q9H2G2
4usq,I3IEE4
4usr,M2V3J0
4usz,G0LAH5
4utg,H7C745
4utu,Q8XNZ3
4uun,O96445
4uur,Q3IDI7
4uuw,Q5SHB0
4uwj,Q9UVX3
4uwm,D7UER1
4uxh,Q4QC75
4uxu,Q9UGM1
4v03,O67033
4v08,Q83417
4v0k,A8JF99
4v0r,Q5UB51
4v12,A0R724
4v15,A0A0J9X243
4v1t,A0YXD2
4w1v,P9WQ80
4w5k,Q385Q9
4w6z,P00330
4w7k,I2DBY1
4w8b,D2XML9
4w97,P9WMB9
4w9s,P13166
4w9x,Q9NSY1
4wa4,I6NW33
4was,Q8WZM3
4wb8,P17612
4wbd,P55342
4wbg,Q51578
4wch,A0A0M3KKZ2
4wck,B5ZAD9
4wct,O42629
4wcx,D3T7F1
4wdb,P16330
4wek,A0A0M3KKZ4
4wel,A0A0M3KKZ3
4wey,A0A0H2UL03
4wf2,P06709
4wf8,X2G809
4wgf,Q9I4D6
4wgj,A9IWP7
4wh9,P30305
4wi1,Q8I5R7
4wk1,A0A0H2WXZ7
4wk7,O75173
4wkb,A5F5R2
4wkc,A7ZHQ1
4wlj,Q16773
4wlk,O32108
4wm7,Q9YLJ3
4wma,Q3U4G3
4wnk,P43249
4wno,O75385
4woe,P16641
4woh,Q9NRW4
4wp9,Q5UFR5
4wpz,Q93HJ0
4wq3,P04632
4wqd,D3RVD4
4wql,P0AE05
4wqm,Q03304
4wr3,P0A6B4
4wre,P08427
4wri,Q2MHR1
4ws6,P9WFQ9
4wsj,Q8A3I4
4wsq,Q2M2I8
4wuj,G0RUC2
4wuy,Q9NRG4
4wvc,Q5SJN0
4ww2,P15813
4ww7,P53323
4wx0,Q4K8M0
4wx4,B9A5C1
4wxg,Q5M0B4
4wy0,Q5L3Y2
4wyd,P9WQ81
4wz4,P24735
4wzh,E9AI53
4x1b,P02787
4x1t,O81770
4x2a,Q9CPU0
4x2p,P11444
4x3o,Q8IXJ6
4x3u,Q8VDS3
4x55,G5DE28
4x56,D2XKK9
4x5p,P08191
4x5s,C1DTU5
4x6f,P06126
4x6h,P43235
4x7g,O68098
4x7k,Q9NZJ5
4x7q,Q9P1W9
4x7r,A0A0H2WWV6
4x7y,Q49492
4x8e,G7CFI3
4x8y,O00264
4x91,Q8NCC3
4x9d,Q58830
4x9m,P75063
4xac,A0A0M3KL01
4xaq,Q14416
4xar,Q14832
4xb1,O58802
4xba,O74859
4xcb,Q2MFS1
4xcl,P54651
4xcz,F8RC03
4xda,A0A0H2UL04
4xdi,A8JAR4
4xdu,O83774
4xdy,Q64BR7
4xdz,E0SRA9
4xez,P21816
4xf7,Q5JDA3
4xfm,Q6D0N7
4xgs,P0A998
4xgu,Q09535
4xgx,P0AB85
4xh4,O06961
4xhf,Q8EID8
4xhg,Q6FS46
4xia,P12070
4xj2,A1B5I2
4xj6,Q6XGD8
4xj7,P66881
4xjc,Q9KFV3
4xkr,Q2G2P5
4xl4,A0A0R4I970
4xli,Q4JIM5
4xly,Q45222
4xme,Q6PQK2
4xo6,P52895
4xoo,P9WP79
4xp7,Q9NX74
4xpl,A0A0J9X276
4xpz,Q9P376
4xqa,Q64823
4xqc,O32323
4xsr,Q8YQW3
4xt6,P71968
4xtv,I6YFP0
4xu6,A1T557
4xuz,S5LVN3
4xvx,P9WQF9
4xw2,P11215
4xwh,P54802
4xwt,H9CZL7
4xx0,O19069
4xxh,P36673
4xxi,P80559
4xxl,D5CN26
4xyb,G8NVB5
4xz6,Q5LT66
4xzd,Q66G68
4xzj,A3UNN4
4y0a,A0A0M3KL09
4y0h,P80147
4y0s,P02756
4y0v,C4LXL1
4y0x,P9WI73
4y1b,M1SQA1
4y1p,Q4JB37
4y30,Q96LA8
4y4n,F6BCS4
4y4v,O25255
4y7s,Q5A0X8
4y7u,Q88QT2
4y85,P41279
4y86,O76083
4y95,Q3ZC95
4y9d,G2IN91
4y9j,Q9XWZ2
4y9t,B9K0Q5
4yac,C0SUK3
4yag,C0SUJ9
4yav,G2IN94
4ybm,O15164
4ybn,A0R238
4yca,A0A0J9X283
4ycu,Q15046
4ydd,G8QM55
4yds,Q4J9K9
4yfb,A0A0A1VBK6
4yfu,E1C9K5
4yfy,M9P0Q2
4ygf,A0A0M3KL20
4ygm,P20536
4yhb,A0A0M3KL21
4yiw,Q81WF0
4yj1,Q57ZF2
4yji,C3UWD1
4yjr,P43405
4ykg,P35340
4ykk,A0A0R4I973
4yla,I7EIW6
4ylk,Q13627
4ylq,P08709
4ylu,V9TU12
4ymh,Q9HGR1
4yml,P0AF12
4ynr,P9WGK2
4ynu,B8MX95
4yoi,P0C6W3
4yrd,A0A0H3JP37
4yri,Q4DA54
4ys0,Q9X1R4
4ysn,M1GRN3
4yt3,Q06069
4yt5,Q58734
4ytt,O50580
4yvg,P43912
4yw3,A0A0H2UQE4
4ywa,Q05097
4ywo,A4YG49
4ywr,A0A0J9X285
4yx9,A0A0M3KL26
4yyy,Q7CP66
4yzl,A0A077K887
4yzx,B9MKT4
4z07,Q13976
4z0h,P25858
4z0p,Q92T34
4z13,A0A075DN54
4z1d,P56060
4z24,Q5UPL2
4z28,A9D857
4z2b,Q6L8Q7
4z3x,Q39TV8
4z4p,O14686
4z55,Q9UM73
4z6v,Q45135
4z7x,A0A0M3KL32
4z84,P00517
4z87,Q756Z6
4za9,A2QHE5
4zac,Q03034
4zad,B9WJ66
4zah,P27833
4zb6,A0A0R4I980
4zb8,A0A0R4I981
4zbb,A0A0R4I985
4zbq,P35747
4zbt,D7C0E5
4zby,Q96YD0
4zcd,Q48MT7
4zcp,Q8IEE9
4zdc,Q05871
4zdj,P9WHK7
4zdq,Q2SWT6
4zev,Q8IJ74
4zfl,A0R5M9
4zfy,B7X8M2
4zg4,Q9NQX4
4zgp,Q9P7N5
4zgs,B0LUZ5
4zho,P16972
4zhp,Q93XJ9
4zhz,P03433
4zjz,Q6NC13
4zkd,Q08491
4zl4,A5K302
4zla,O25294
4zlf,Q21MB1
4zlu,B3VI55
4zm3,A8R0K5
4zn5,P15273
4zo3,I7HB71
4zoa,Q92AS9
4zp0,P0AEY8
4zqx,Q5EK29
4zrb,A0A0M3KL39
4zrm,Q9WYX9
4zrv,E1BHM0
4zsi,Q9K492
4ztc,Q0P9D3
4zte,P12830
4zu3,Q46347
4zuq,Q48935
4zvf,P0AA89
4zx2,P53041
4zxa,C1I209
4zxf,P28321
4zy0,A0A024V0B1
4zy2,A0A0L7M119
4zyb,O33599
4zz1,P22102
4zz8,Q93IE7
4zzt,A0A088T0J9
4zzx,Q9UGN5
5a06,Q9A8X3
5a07,P38131
5a0u,A0A0M3KL44
5a12,A0A0M3KL46
5a13,A0A0M3KL47
5a24,A0A0E3GLN3
5a2w,F1NBW0
5a3t,Q9UGL1
5a50,Q9LVH4
5a57,Q2MGH6
5a5l,Q8DJE9
5a5w,P10372
5a61,P30871
5a65,Q8JZL3
5a67,Q9SIY3
5a6b,A0A0H2US73
5a6m,A3DJS9
5a6x,A0A0H2ZE85
5a7y,Q4J894
5a89,Q59263
5a8r,P58815
5a8w,H7CHY2
5a92,E1ANH6
5a9a,Q0MX25
5aa4,A0A1I9GEN8
5aa5,Q7WXQ3
5aan,Q9VWX8
5aap,Q1R2J4
5ab6,C9ZUV7
5ab8,P9WN25
5abm,P51977
5abo,O94753
5abu,P48598
5abw,P08246
5abx,O61955
5acl,P01709
5ad1,Q0P8Q4
5aee,P32138
5aew,P37333
5af7,K4L7X3
5ag3,O30478
5agv,P9WNU1
5agy,I1MJ34
5ah5,B9JQP8
5ahm,Q9HXM5
5ahw,A0QYW6
5aip,Q7DD70
5ajg,Q9RZA4
5aju,M1VUY5
5al9,Q4Q3K2
5amv,P39116
5aoc,A0A0X1KHD1
5aog,P84516
5aor,P24785
5aov,Q8U3Y2
5apg,E1QU22
5aqv,P11142
5ark,P15468
5aui,P0A3C9
5auk,P27320
5aun,Q5JIH4
5aur,P15452
5auw,P53355
5avf,Q9KL26
5awm,P92208
5awv,Q7WZ62
5ax0,G3CEP6
5axu,P11041
5azb,P60955
5b1s,Q4DA73
5b1y,Q9Y8Y1
5b2e,O58235
5b35,B0R5N9
5b46,Q96XT4
5b4b,Q9I2V0
5b4j,Q55891
5b4t,D0VWQ0
5b4z,Q8NTB8
5b6d,B4Y380
5b6i,W0W999
5b7g,A0KGU9
5b82,Q8DM36
5b89,B6YT87
5b8i,J3K5Z5
5bjw,O86159
5bkc,P83310
5bn3,Q74MJ7
5bo7,O43173
5boe,O69174
5bp5,Q45871
5bph,Q8ZIE7
5bq5,Q45619
5bqs,C1CIR8
5br4,P0A9S1
5br7,Q6NER4
5brh,Q4E4E1
5brp,Q65MI2
5bsf,G7KRM5
5bst,O24146
5bsz,K4P132
5bt9,A9MA73
5bu3,K7QVW7
5buk,J7H1A1
5bul,A0A140UHM1
5bv3,Q06151
5bva,A0A140UHM3
5bvs,A0A0K0MJN3
5bw4,C7Q5P8
5bwd,O68395
5bxr,B3TLD6
5byk,G4VLE5
5byz,Q13164
5bz4,A0QUH3
5c0z,P62898
5c1u,A9XG43
5c2i,Q8YWM0
5c2j,P60766
5c3q,Q7RYZ9
5c3u,A0A0X1KHE6
5c4d,P16442
5c5t,Q84406
5c5v,Q384W5
5c79,Q9QWY8
5c7t,Q6MIH8
5c8z,Q8NKB0
5ca6,A0A1A9TAH8
5ca8,Q9C0L9
5cb3,P0A8D6
5cb8,P72940
5cbn,P38507
5ccb,Q96FX7
5cct,A4ZF98
5ce8,F2L0W0
5ced,Q6MHT0
5cee,Q2NK75
5ceq,Q12852
5cfl,A7SLZ2
5cft,Q6X3H6
5cga,Q6GEY3
5cgx,Q9L387
5ch5,Q25252
5ci3,P69925
5ciy,P05102
5cj3,B9UIZ4
5cjf,Q9ULX7
5ck4,G0S401
5ckw,Q5WZW9
5cm0,A0A0A7GJ30
5cm7,A0A0D5YC82
5cp9,P14210
5csd,A0A093VKV7
5css,Q9HLB6
5csy,Q9LV91
5ctn,A8FFI9
5ctu,P0A0K8
5ctv,P06653
5cuo,Q21A54
5cuq,C0LMU0
5cur,P37957
5cvc,F5CAQ9
5cvd,Q9BV86
5cwa,P9WFX2
5cx6,Q6A562
5cx7,Q8ZNR5
5cx8,F5H948
5cxi,P96856
5cxm,P74174
5cxw,P71707
5cxx,F2YCB6
5cyv,Q0S6D0
5czy,Q5ZUS4
5d01,P42982
5d08,P97030
5d2k,Q1XGK3
5d3q,Q05193
5d3x,Q8TCU6
5d4n,D5X329
5d4p,D6CQJ8
5d4v,Q57913
5d6e,P50579
5d6j,A0R618
5d75,Q00688
5d79,Q9FI21
5d84,A6QDA0
5d9p,O06842
5d9w,Q65XA0
5dap,Q5AR53
5dbx,Q9Z1W9
5dch,P0C2B2
5dcu,K7WDL7
5de0,Q9KQ59
5deq,Q8AAV8
5dfs,P00003
5dgc,P0AE68
5dgj,Q83883
5dgr,Q6LUT2
5dh3,Q13188
5djh,P9WKJ1
5djt,O49004
5dkk,B7G9J2
5dkq,P02638
5dky,G0SG42
5dl7,A0A0D5YKR4
5dm0,A7Z2A9
5dn1,P16250
5dn9,A0A0A1EQY0
5dnk,O05979
5dnl,P58880
5dnu,A0A0M3PN85
5doz,Q6E7K0
5dp2,Q6DNE7
5dpn,Q7WTN6
5drb,Q9JIH7
5du8,P9WNP1
5duw,P56470
5dv4,Q96LI5
5dx9,Q059G6
5dxi,Q5AI14
5dz2,Q9X839
5dzc,A5K0N4
5dzt,Q8KUA3
5e16,Q8I719
5e2n,Q8N1Q1
5e3q,Q8NRE3
5e4b,A0A1C9V3S9
5e51,O53638
5e58,J9JD66
5e5g,O53512
5e65,K9LG83
5e72,Q5JID5
5e8x,P36897
5e9g,P0CT06
5e9h,Q4HYR2
5e9o,E0RQU0
5e9w,O43148
5ea4,P03420
5ean,Q6ZQJ5
5eb3,Q9I4L4
5ecc,A4GRC7
5eck,Q9SKE2
5edc,P15090
5edl,O34738
5edt,P0A515
5eeh,Q06528
5ees,P40110
5efa,Q9QLL6
5eg7,G3LZH2
5egf,F1CWE4
5egh,Q8BGN3
5ehi,P27915
5eik,Q9NA73
5ein,O50146
5ej2,A0A0H2ZYS9
5ejl,G3FT00
5ejm,P17109
5eko,O15264
5eni,Q8WWQ0
5enq,P31224
5enz,Q9REV4
5eox,G3XD28
5ep2,Q1ZS18
5epa,Q9RN60
5eph,Q3SAW3
5epo,G9FRD7
5eq3,A3CM52
5eq8,G7J7Q5
5eqq,C1KIK8
5erg,P46959
5erm,A2PZA5
5esg,A6ZSR0
5ett,Q2G0Q5
5eud,Q67PY4
5evy,Q59713
5evz,P11021
5ew8,P11362
5ewy,C9Z6T8
5ex6,Q8KLL9
5ex8,Q8KLL7
5ey0,A7X1N2
5ey9,B2HMK0
5eyg,Q2FVV7
5eyw,K0E682
5ez1,P56112
5ez2,A0A1D5B367
5ez7,Q9HUH4
5ezs,P27282
5f1f,Q99QC1
5f1g,A7TUE6
5f1v,Q9PPB4
5f29,Q2FZQ4
5f2c,G7VCG0
5f2k,B2HHT4
5f33,Q9X1X7
5f38,P76461
5f48,A0A059WZ16
5f4b,Q2YQ23
5f5e,Q03164
5f5n,A0A023GUL3
5f6y,P63279
5f6z,A0A1D5B369
5f74,Q9CQV8
5f79,Q30NP1
5f7j,I0B503
5f83,Q0Z8S4
5f85,Q8T045
5f8f,O53532
5f8y,H2FH31
5f9k,Q54BW5
5f9s,P21549
5f9t,A0A0B7LH44
5fa8,C3MWA1
5fag,O86786
5fan,R9RYW2
5faw,Q30W70
5fb3,A3MTM6
5fbf,P24021
5fbk,P41180
5fcb,P70158
5fes,Q9X0Z6
5ff1,A0A452E9Y6
5fff,A0A1A9TAK5
5fh7,Q86U86
5fi3,A0A0F6SD02
5fit,P49789
5fjn,A0A158RFS7
5fky,Q89ZI2
5flg,P53559
5flj,A2VA43
5fmm,Q6DNN3
5foi,Q83WF5
5fol,B6AA20
5foo,Q99YP9
5for,Q6ZUJ8
5fpo,Q9AIU7
5fr0,A0A0H2YNR7
5frd,O28735
5fry,O84957
5fs8,O95831
5fsb,B0CZL6
5fsy,C9ZP98
5ftg,P35790
5ftj,P55072
5ftw,P31105
5fub,A1L1Q4
5fuf,Q59UP8
5fuw,Q38CF2
5fvj,A0A0F6B8D8
5fw4,Q47KB1
5fwj,P41229
5fx6,P04936
5fxt,O25242
5fyr,A0A1S4NYD4
5g09,A0A1C7D190
5g0i,F8W4B7
5g10,Q9HXM1
5g18,Q47066
5g1a,Q70I53
5g2p,A0A1C7D191
5g2t,Q8A7C8
5g2v,Q89YS5
5g3n,P14555
5g3r,Q9HZK0
5g3t,Q9S3V1
5g4i,A1RDF1
5g57,Q8WQX9
5g6s,Q2TW47
5g6v,Q00536
5ggn,Q8WZA1
5gi7,Q94521
5gj9,Q41931
5gjc,A0A0U4DG08
5gjo,O50657
5gju,P0A9P6
5gk1,Q7N4Z6
5gl5,Q06321
5glb,Q2T5A3
5gln,A0A0H5BL38
5gls,P80025
5gm8,A0A072ZPM2
5gmd,Q97UL5
5gmu,P39912
5gof,Q8IWA4
5gp0,Q9CA40
5gp4,D6PXK5
5gt2,P76536
5gt9,A4ECA9
5guf,Q9YF05
5gul,X5IYJ5
5gut,P13864
5gvh,Q9WZQ7
5gwa,A0A0B6VPP7
5gx6,D1AWE0
5gxu,Q9SUM3
5gyr,P00154
5gz3,G1UII1
5gz9,Q3TUA9
5gza,Q5U3W1
5gzw,A0A076YIY5
5h02,F6KV61
5h0b,P08631
5h1w,Q9WYP7
5h2d,Q6CUK7
5h39,P90463
5h41,A9KJS6
5h47,Q2UNX8
5h4s,A0A090BWT0
5h56,O67099
5h57,P27788
5h5a,Q6CUC3
5h5f,Q12314
5h5o,B0RM05
5h62,Q8ZNP4
5h67,P51834
5h6j,Q9U8Q4
5h6u,Q9KWT5
5h6v,H8XX12
5h7k,O59521
5h81,A0A1C7D193
5h8i,G7ITU5
5h9i,Q39ZI0
5h9n,Q7YT09
5hbn,P37571
5hc2,H6BDX1
5hc8,A0A140UHQ1
5hci,P47122
5hd4,P63086
5hdi,P9WPL1
5hdj,A0A0K0VJM9
5hdm,P42799
5hgr,Q8YSD9
5hgz,Q9H7X0
5hh3,Q6ZZI8
5hia,P00492
5his,P20581
5hiw,A9FFA1
5hj7,P9WPW9
5hj9,Q6TUJ5
5hjm,Q9V2G1
5hjq,Q9VIH7
5hjs,Q13133
5hkf,P9WHK9
5hkg,P68106
5hld,P02919
5hm3,O53580
5hn6,Q5JFV8
5hn9,A5K4U6
5hnv,A0A1S4NYE5
5hpz,Q8H0F0
5hqa,A0A0Y0DFX2
5hr5,P26285
5hs2,Q06755
5hsa,F2QY27
5hsj,J7GQ11
5hsq,Q7CY45
5hss,E1XUJ2
5htk,O60825
5htl,Q9KUV7
5htx,Q8L794
5hu3,Q00168
5hua,Q6FMA3
5huc,Q8NNL5
5hud,Q8NS29
